id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
nonprofit--official_channel_confusion,Nonprofit Giving,civic,trust,Users cannot tell which Nonprofit Giving channels are official and safe,78,88,82,82,60,"Official-channel registries, signed notifications, and trust-verification UX."
nonprofit--knowledge_fragmentation,Nonprofit Giving,civic,support,"Users in Nonprofit Giving get contradictory answers across help content, AI, and agents",64,63,77,70,81,"Unified knowledge graph, answer verification, and source-aware support systems."
nonprofit--identity_proofing_friction,Nonprofit Giving,civic,identity,Legitimate users in Nonprofit Giving fail identity proofing while fraudsters still slip through,74,75,71,76,71,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
pet_services--imposter_scam,Pet Services,lifestyle,fraud,Users cannot tell real Pet Services outreach from imposter scams,86,83,81,84,64,"Trust verification layer, message provenance, and outbound notice registry."
pet_services--social_media_scam,Pet Services,lifestyle,fraud,Users get pulled from social feeds into fake Pet Services offers,83,84,86,84,59,"Link reputation, seller verification, and ad-to-checkout risk scoring."
pet_services--deepfake_voice_fraud,Pet Services,lifestyle,fraud,Users are vulnerable to deepfake or voice-clone fraud in Pet Services,86,90,68,83,52,"Out-of-band verification, secure callback flows, and synthetic-media detection."
pet_services--phishing_login_flow,Pet Services,lifestyle,identity,Users are tricked into phishing flows that mimic official Pet Services login pages,87,94,75,86,57,"Phishing-resistant authentication, origin validation, and login anomaly detection."
pet_services--job_opportunity_trap,Pet Services,lifestyle,fraud,Users chasing Pet Services opportunities fall into fake jobs or business offers,80,89,73,81,61,"Listing verification, recruiter proofing, and payout-safe workflows."
pet_services--rental_listing_fraud,Pet Services,lifestyle,fraud,Users searching Pet Services listings cannot tell fake inventory from real supply,79,76,67,76,56,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
pet_services--investment_scam,Pet Services,lifestyle,fraud,Users are lured into fake Pet Services investment or yield schemes,89,88,63,82,49,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
pet_services--seller_trust_gap,Pet Services,lifestyle,marketplace,Users do not trust whether a Pet Services seller or provider is real,76,79,79,79,66,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
pet_services--fake_reviews,Pet Services,lifestyle,trust,"Users cannot trust reviews, ratings, or testimonials in Pet Services",71,72,82,76,71,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
pet_services--delivery_confusion,Pet Services,lifestyle,operations,Users struggle to understand real delivery status in Pet Services,69,72,81,74,75,"Verified status feeds, exception alerts, and unified tracking UX."
pet_services--refund_delay,Pet Services,lifestyle,payments,Users cannot predict when Pet Services refunds will actually arrive,73,70,77,75,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
pet_services--billing_confusion,Pet Services,lifestyle,payments,"Users do not understand Pet Services charges, renewals, or fee structure",75,73,80,78,79,"Explainable billing, charge provenance, and proactive anomaly notices."
pet_services--subscription_cancellation,Pet Services,lifestyle,payments,Users cannot cancel or downgrade Pet Services subscriptions cleanly,68,69,75,71,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
pet_services--account_takeover,Pet Services,lifestyle,identity,Users lose access to Pet Services accounts through takeover or session theft,86,90,70,84,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
pet_services--password_reset_pain,Pet Services,lifestyle,identity,Users hit dead ends in Pet Services password reset and recovery flows,66,72,78,73,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
pet_services--otp_mfa_fatigue,Pet Services,lifestyle,identity,Users in Pet Services face OTP and MFA fatigue without feeling truly protected,72,69,68,72,67,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
pet_services--support_wait_time,Pet Services,lifestyle,support,Users cannot reach useful human support quickly in Pet Services,74,71,83,78,80,"Intent-aware routing, better escalation triggers, and queue transparency."
pet_services--self_service_failure,Pet Services,lifestyle,support,Users try self-service in Pet Services but still end up stuck,70,71,84,76,86,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
pet_services--ai_handoff_gap,Pet Services,lifestyle,support,Users in Pet Services get trapped between AI help and human help,73,78,76,78,92,"Conversation memory, escalation contracts, and bot-to-human state transfer."
pet_services--feedback_void,Pet Services,lifestyle,support,Users report problems in Pet Services but feel nothing changes,63,65,72,68,70,Closed-loop feedback orchestration and action-trace dashboards.
pet_services--privacy_transparency_gap,Pet Services,lifestyle,privacy,Users do not understand how Pet Services uses personal data,67,62,74,71,71,"Plain-language data notices, purpose-level controls, and permission history."
pet_services--onboarding_dropoff,Pet Services,lifestyle,conversion,Users abandon Pet Services onboarding before seeing value,66,65,81,74,78,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
pet_services--checkout_abandonment,Pet Services,lifestyle,conversion,Users in Pet Services abandon checkout when trust or cost changes too late,71,72,79,77,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
pet_services--hidden_fees,Pet Services,lifestyle,payments,Users discover hidden or confusing fees in Pet Services too late,69,71,73,73,70,"Price breakdowns, fee explainers, and cost-delta warnings."
pet_services--official_channel_confusion,Pet Services,lifestyle,trust,Users cannot tell which Pet Services channels are official and safe,81,88,75,81,62,"Official-channel registries, signed notifications, and trust-verification UX."
pet_services--knowledge_fragmentation,Pet Services,lifestyle,support,"Users in Pet Services get contradictory answers across help content, AI, and agents",66,63,71,69,84,"Unified knowledge graph, answer verification, and source-aware support systems."
pet_services--identity_proofing_friction,Pet Services,lifestyle,identity,Legitimate users in Pet Services fail identity proofing while fraudsters still slip through,77,75,65,76,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
childcare--imposter_scam,Childcare Services,lifestyle,fraud,Users cannot tell real Childcare Services outreach from imposter scams,89,83,83,85,60,"Trust verification layer, message provenance, and outbound notice registry."
childcare--social_media_scam,Childcare Services,lifestyle,fraud,Users get pulled from social feeds into fake Childcare Services offers,86,84,88,85,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
childcare--deepfake_voice_fraud,Childcare Services,lifestyle,fraud,Users are vulnerable to deepfake or voice-clone fraud in Childcare Services,90,90,70,85,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
childcare--phishing_login_flow,Childcare Services,lifestyle,identity,Users are tricked into phishing flows that mimic official Childcare Services login pages,91,94,77,87,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
childcare--job_opportunity_trap,Childcare Services,lifestyle,fraud,Users chasing Childcare Services opportunities fall into fake jobs or business offers,83,89,75,82,57,"Listing verification, recruiter proofing, and payout-safe workflows."
childcare--rental_listing_fraud,Childcare Services,lifestyle,fraud,Users searching Childcare Services listings cannot tell fake inventory from real supply,82,76,69,77,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
childcare--investment_scam,Childcare Services,lifestyle,fraud,Users are lured into fake Childcare Services investment or yield schemes,93,88,64,83,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
childcare--seller_trust_gap,Childcare Services,lifestyle,marketplace,Users do not trust whether a Childcare Services seller or provider is real,79,79,81,81,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
childcare--fake_reviews,Childcare Services,lifestyle,trust,"Users cannot trust reviews, ratings, or testimonials in Childcare Services",74,72,84,77,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
childcare--delivery_confusion,Childcare Services,lifestyle,operations,Users struggle to understand real delivery status in Childcare Services,72,72,83,76,70,"Verified status feeds, exception alerts, and unified tracking UX."
childcare--refund_delay,Childcare Services,lifestyle,payments,Users cannot predict when Childcare Services refunds will actually arrive,76,70,79,77,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
childcare--billing_confusion,Childcare Services,lifestyle,payments,"Users do not understand Childcare Services charges, renewals, or fee structure",77,73,82,79,74,"Explainable billing, charge provenance, and proactive anomaly notices."
childcare--subscription_cancellation,Childcare Services,lifestyle,payments,Users cannot cancel or downgrade Childcare Services subscriptions cleanly,71,69,77,72,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
childcare--account_takeover,Childcare Services,lifestyle,identity,Users lose access to Childcare Services accounts through takeover or session theft,89,90,72,85,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
childcare--password_reset_pain,Childcare Services,lifestyle,identity,Users hit dead ends in Childcare Services password reset and recovery flows,69,72,80,75,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
childcare--otp_mfa_fatigue,Childcare Services,lifestyle,identity,Users in Childcare Services face OTP and MFA fatigue without feeling truly protected,75,69,70,73,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
